content,label
同样的呵呵呵呵呵呵，宝马的内饰相信大家已经不要吐槽了，这种内饰一点不符合豪车的定义，有人说宝马就是工程师造车，设计师根本无视，宝马的内饰灯光做的太差，如果能向奔驰靠拢一点也好,-1
绝对:骚 浪 贱.只要背得起这3个字的称呼肯定没有问题,1
拉风回头率高 漂亮的前大灯（个人觉得全系最漂亮了，特别正前方）厚实的无框车门，满满的赞,1
内饰也算是比较吸引我 ，走线做工还是蛮精致，经得起细看,1
动力可以满足日常使用需求，加速能力我觉得一般。,1
小孩儿在第二排玩的很开，哈哈,1
这车的优点和缺点都非常的明显，有些缺点会让你感到抓狂，首先是廉价的内饰用料和做工，没有一点厚实感的车门，有次下雨起了点小风，直接把开着的车门给吹关上了，真的是小风，车的味道也比较大，而且座椅也十分不舒适，很薄很硬，隔音效果也非常一般，胎噪风噪什么的就不说了，下雨天那个雨水打在车上的声音就非常大了，雨刮器的声音也很大，所以下雨天把音响调大点声吧,-1
虽然是被众多键盘车神喷到渣的前驱宝马，但是操控依然犀利，对比一下同事的马三（键盘车神最喜欢吹的）毫不逊色，指向精准，方向盘轻重适中，底盘扎实，悬架偏硬提车不到一个月就被同事拉着出去玩，跑山路，跟在老司机后面各种高速过弯，毫无压力，老司机都夸我技术好，我只想说这车很好开,1
实用就好，我觉得还好，我去看过GLA和Q3，对比过奔驰B级，我觉得这个2系的挺不错，我挺喜欢新款的中控台造型。手感,1
空间大，全景天窗，主要自己开的舒服，家人坐的舒服。,1
内饰还算可以,1
外形的设计感再好一点更好。其次，减震效果并不是很好。,0
本人开车比较随心所欲！没考虑过油耗！所以比较高！,-1
大且灵活，车身娇小，内部空间却有惊喜。,1
指向精准，操控感非常棒，方向盘使用了电子助力，回方向盘也很快捷。,1
后排空间是可以前后移动的，坐姿有点像SUV，舒适度还是可以的后备箱在下面有个隔板打开有个很大的储物空间，放些零碎的东西还是很方便的,1
我们家里都是身材比较平均的，没有很胖的那种，一般后座两个老人加上一个小朋友也是完全没有问题的,1
外观好看，也是我喜欢的大红色，大爱无边框车窗。,1
好开够用！第一辆车，开车水平较次，小巧好开是固定标签；已婚，考虑到一两年之后肯定 有带娃全家出行的需求，空间够用也是必然要求；年轻，多少都会有些好开够快 偶尔也能满足一下小激情的私心；品牌，虽说是三缸前驱，但毕竟也是宝马，而 且这套组合也让MINI经受住了几年的市场考验，还是那句话，这些一线豪华品牌 ，如果敢出单缸，我也敢买，实际体验时也的确有着不错的品质感。,1
动力是满意的，低转速扭矩足，动力是可以立即爆发的，涡轮迟滞基本没有。但要说动力多余我不觉得，偶尔还是会激情一下的，速度上60后并没有明显的推背感。,1
动力满意，操控灵巧,1
百公里5毛现在，郊区市区高速公路混搭。人家多少和我不搭界，我的油耗。,0
目前8.8，市区道路。,0
车子的动力还是非常不错的，虽然是1.5的发动机，但是开起来特别的顺畅。一款如此小排量的发动机与动力做的如此，出色也就宝马能够做到了，其实平时在市区驾驶也开不了这么快，所以说变速箱的匹配也特别重要，这款车子的换挡速度很快，换挡的顿挫感很小，总体感觉还是偏舒适的。,1
性价比还是很高的，毕竟光这个牌子就值不少钱。,1
20万出头就能圆一个蓝天白云梦，空间还这么大，真的不能再奢求更多了，所以其他什么都满意，越看越喜欢。,1
再给我一次选择,0
外形360度每个角度都追求的那么完美，从我小时候就崇拜向往的双肾型进气格栅到一双透露出灵感的大灯，还有往后拉伸的立体腰线级车身流线，还有宽大厚实的车尾，让我第一眼见到2系旅行这台车时候就对它不能自拔，从自己的购车预算当中根本就没有考虑过这台车，是这台车让我实现了自己的蓝天白云梦。内饰设计为宝马车型里面新款的设计，采用了悬浮式的特别层次感的3D设计，显得特别的现代感和年轻化，老婆驾驶车辆体现的人跟车都特别有气势，完全摆脱了这个价位中端品牌的俗气设计，我自己驾驶起来的时候觉得自己坐在车内是一个很有品的男人。总而言之，宝马品质，中端价格，让我实现了宝马梦是我最满意的。,1
城市路段油耗也还行，没有刻意的去关注油耗因为新车应该会慢慢降下来高速路段,1
敞篷车是什么！就是拉风啊！,1
后排乘坐2人是非常宽敞的，腿部也舒服，不似其他有些车腿要蜷着，这个空间还是不错的。后排座椅功能的设计功能也更完善。乘坐,1
绝对物超所值的宝马车，绝对奶爸，潮妈居家暖车！对了，别看我居家，偶尔也能玩激情。虽说我是胖大白，代步，远行都很灵！,1
方向盘很小，握起来也很舒服，转向很轻，也很精准，路面有小起伏的时候这个车过滤的很好，但遇到减速带的时候，颠簸就比较大了，整体还好。,1
加速比较快，就是最近一段时间加速时升档有点顿挫感。动力平,1
前排足够，后排座椅较低且宽大，可以坐成人，不宜长途，小孩最佳，无门无窗掉不下去！,0
缺点是后排空间空间略小了一些，坐在里面有点局促，特别是跑长途的时候腿部会比较累。,-1
：过弯的时候车子非常平稳，基本感觉不到明显的侧倾现象，而且座椅的包裹性非常好，软硬适中，长途驾驶坐久了感觉也不会那么累。跑高速再也不用担心爆胎这种问题啦！长途行驶中，平稳的车身让同车的朋友感觉不到颠簸，在后排睡的很安稳嘛。,1
转向精准，路感直接，悬挂也正好,1
舒适度完美了，座椅的包裹性支撑性很好，坐的舒服。,1
前排挺好 后排看你多高多重,0
买的现车。。乞丐版。。。手动座椅，动座椅，座椅，椅！！！！！卤素大灯！！！！没有倒车影像，前雷达。折叠耳朵。布座椅。小屏幕。不满意的太多太多。。不怪车。。怪自己。。钱不够啊。。。要不什么好东西都想加！,-1
动力家用完全够了，只是加速有点慢。,1
商业级导航（免费升级扩展仪表）！防眩晕！倒车影像！腰部支撑！哈曼卡顿全套！至于舒适进入这个看个人喜好！我对无钥匙进入和车外开篷没要求...外面后期加的原厂导航也不带互联驾驶那些人工导航啊！实况路况这些功能的！！！！！个人,0
马马虎虎。,1
这个车的底盘挺稳的，舒适性也还不错，悬架好，过颠簸的路段一点都不费事,1
愤怒的小猪，很多人觉得2胖丑，但是我是觉得越看越耐看宝马标志性的外观特色全部保留，天使眼，猪鼻子，两侧棱线,1
听销售说，底盘悬挂貌似和MINI是一样的，是前驱车里底盘最好的,1
目前7.8L/百公里，1620公里磨合期，油耗还会上涨一点，属于正常，我跑了500公里长途，感觉比较低，过磨合应该会降到合适的范围，比我原来的长安车好多了,1
3400，均耗7.4，比介绍的要高，但基本上跟小golf差不多，已经很满意咯,1
刹车辅助，牵引力控制，胎压监测装置等等。,1
内饰中规中矩，没什么特别炫酷的地方，用料也一般般，有时候比同价位的车是不行了。,0
精准度就是宝马的精髓。,1
外观比老款时尚不少，也比较动感，最主要的是当初老婆也看上她的外观了，哈哈哈。,1
转向精确，刹车稳健。,1
对一辆宝马来说，个人觉得还可以,1
新车买进没多久，暂时说不出什么不好的。,1
就那样吧，简单实用。,1
方方正正的外观，自动变速箱的平顺性好，油耗不高空间宽敞实用。,1
基本没创新，和其他车型大同小异，方向盘不错,0
隔音和胎噪还是偏大点啊，尤其刚起步的时候,-1
满意城市工况70以内随便玩，好开好停好插高速100入钝角弯，建议别试,1
其实可以更拉风！,1
不是早晚高峰估计很省,0
这车的方向略微偏重些，但也仅仅是略微，男士女士都可接受，转向一点就有，虚位很少，比三系稍差一些，路感也较强，地面信息传递的还是比较完整。符合品牌定位，在较快速超车和转向时候侧倾较轻，悬挂支撑的很不错。车内人没有被甩来甩去。这个给5星。,1
想怎么开就怎么开，方向盘转哪走哪，相当精准，没有虚位。,1
每百公里也就是7.3升油，算是很低的了。。,1
在运动模式下起步速度很快,1
虽然是前驱，但宝马的操控一如既往，这点不用质疑。,1
内饰方面感觉还是不如同级别的其他品牌儿做工精致。,-1
外观颜值高，内饰大气，细节上也有很多中国元素，品牌认可度不错,1
坐过华晨的，味道刺鼻，进口也好不到哪去，内饰味道也挺大，容易得癌症，女朋友坐一个小时不开窗就头晕。不得不经常开窗，秋冬又很冷，这点很折磨人，这就是目前我觉得宝马最恶心的地方,-1
呵呵呵.........我曾在大学里就仪表盘和中控台的人性化工业设计开过个小讲座。这里就不吐槽了。异味,-1
小跑悬挂调教偏硬，开车的还是很舒服，坐的俺不清楚！,0
老婆喜欢他的外形，还有大灯。天使眼，呵呵,1
5人乘坐还算宽敞储物,1
油耗表现的很好没事开上下班基本在6.8升左右，其实油耗方面我还真没有在意我明天再看看吧,1
外观仁者见仁智者见智，很多人不喜欢这种厢型车所以说最丑宝马，我一个朋友说奔驰B也丑，他们不喜欢厢型车！,0
1.5T的这个加速感总体来说还算满意了，毕竟不是大排量，偶尔超个车啥的也还凑合吧,1
宝马的强项无需多说，前驱中也是王者。,1
前排舒适性很好，后排也还可以，但是大个子不行,1
车子真的很大，外观控的话，分数会比较高，另外识别度非常高，漂亮,1
这个没看出多少差别！门板好重是真的！开门要小心啊……为什么就不说了！群里车友都建议上防撞条！我提车前还笑话大家，但事实是，反正提车当天晚上下单买了防撞条...不要问我为什么...满满都是泪...,-1
车小，轮胎也是225的，所以油耗在磨合期也才8.1个，很满意了，我开车一般都比较温柔，油耗也会比较低，但是堵车的时候油耗就会高了，有发动机启停，但是我已经刷隐藏启动默认关闭了。还有ECO pro的时候启停是自动开启的。,1
专属定制的原厂棕色真皮座椅，自我感觉良好！,1
重要的是操控好，没有一点虚位，驾驶感觉非常好；油耗真是惊喜，最爱的是那双眼。,1
配置方面可以再高点，价格要是低点就更好了，最好再送点礼品就更好了,1
空间很充足，在车内一点都不会觉得约束，非常自在。,1
前排座椅包裹性很好，但缺少腰部支撑，后排座椅略短，长途乘坐的话可能会有些不舒服。对于噪音控制做的实在不够好，胎噪和底盘噪音很大，遗憾的地方。,0
油耗目前尚在磨合，600 公里9.4L，保养后应该会降低1个吧。自动启停还是有用滴。,1
不错吧，给个4分,1
动力没话说，基本秒掉90的车,1
蓝天白云，天使眼，全LED大灯，虽然是两厢车，车头有点短，看起来还是很协调的，依然很宝马，个人觉得车头45度最漂亮，我买的是矿石白，是金属漆，档次是很高，就是以后补漆贵，,1
内饰算是宝马最新的设计风格，还是跟其他车型一样，个人感觉，我还是很喜欢这种简约的风格，不太喜欢太浮夸的风格，简单就是美。,1
空间足够大，主要是上班和家用，乘坐空间足够了，跑车还要什么空间。,1
真皮丁字裤，跟副驾驶前面的一溜蓝都很美。把我对象迷坏了。进口就是好。材质感觉不错,1
一开始提车总是爱猛踩都去到14点几的耗油量，不过后来比较注意基本高速在6.8到7.2左右，平时8到8.6，经常拥堵的话可以去到9到10之间算是可以接受。,1
加速太慢。动力不够起步困难。车身太重感觉拉不动。跑高速130很稳。,-1
外观非常满意，外形设计非常漂亮，出类拔萃的设计，但是接缝有点不均匀，勉强接受。,1
很好,1
满意 车长虽然只有4.4米 但后排坐178以下成年人游刃有余 本人还有几次后排坐3个成年人的（临时车同事去打球）,1
官方7秒破百数据 在市区完全够用 试过几次红灯sport+ S档地板油，那时还竟然稍微有点排气声，其中那推背感是杠杠的。,1
9左右的油耗归功于所在的这个城市的交通，没法开，均速才24.不过车自重摆在这，也多少可以理解,1
空间肯定是完美的，得益于比较大的车身尺寸，前后排空间都很宽敞，横向和纵向都足够大。,1
宝马最便宜也是最亲民的车之一20多万就能买宝马真的很好,1
宝马的操控还需要说明吗？来过就知道人车合一的感受了。就是在节能模式下悬挂偏软了点。,1
非常适合我，大力推荐,1
油耗大概在一百公里6.8升左右，对于1.5T来说应该不高吧。,1
油耗一般的这个水平就是我感觉还是正常的吧。从买了车子一直到现在为止，车子的油耗表现的都是比较的稳定的，一直就是在8个油耗左右的一个水平。 不过就是车子的提速动力都那么强的一个前提下，车子的那个油耗比我想象的要低了很多的。,1
就这点钱，你还想整啥？,0
宝马的操控还用说？非常好，在山道操作非常顺手。,1
空间够宽敞，储物空间也足够大。多功能座椅为家人的出行提供各种可能，周末出去玩时，后排座椅放倒后备箱可以放下很多行李。我主要是市内开开，接送小孩，后排坐三个人也不感到拥挤。,1
后备箱隐藏式储物格蛮大的 这要归功于宝马没备胎，车门的储物空间足够，椅子下面竟然也有储物格这个意想不到！,1
虽然说同样的价格可以买嘉旅顶配，不过宝马和大众毕竟不在同一起跑线！,-1
动力还不错，起步加速都表现的还不错，动力输出爽快不含糊,1
配件费用极高，我的后视镜撞坏了需要4372元才能换个新的，尾灯需要1600才能换新，而且还全国无货要等好几个月。,-1
家里其实有几台车，但都不适合老婆上班开，女孩子停车是最大问题，油耗她又很节约，外观又不能太low，品牌还不能差，想来想去迷你，尚酷，smart，2系跑车，a3跑车，c级两门都在我考虑范围内，当时还考虑过路虎极光，综合比较觉得性价比最高还是2系，内饰是它唯一硬伤，没倒车影像，但本人的朋友基本都是做车生意的，这些都是可以改造的，还价格低不伤筋骨。开了一千公里，没什么不喜欢，也没什么特别喜欢。,1
号称宝马近10年来最经典之一，我不懂前辈体验，就这车来说，我用随心所欲来形容,1
空间够本人用了，基本就坐两个人,1
百公里八个多油，还算是不错了。,1
操控还可以，方向没有虚位，转向非常灵敏，由里到外体验到他的灵动,1
性价比还行吧，应该算性价比比较高的车了，人无完人，车无完车，价格只要在自己的购车预算范围内，自己能接受就好，最重要的还是喜欢就好。,1
座椅的舒适度很好，乘坐起来非常不错。,1
系统是宝马的小主机，很多功能没有，6.5的屏边框好大，后期要改。,-1
动力有点弱，起步肉肉的。,-1
搓板路异响,-1
三大件儿成熟可靠，外形设计时尚不失沉稳，整体配置比较丰富，且价格还算可以接受。,1
外观凑乎，相比于同价位的奔驰、奥迪这款车是不错的。车灯,1
最满意LED车大灯，车辆保养时间以行车电脑为准比较人性化。对于行驶里程不是很多的减少了保养次数。,1
非常不错,1
这个车应该和性价比扯不上关系的,-1
乘坐,0
空间方面还算可以，目前对我来说还是够用的，平时基本上一家三口使用，后排腿部空间确实稍微的小了一点，长时间乘坐的话会比较累，后备箱空间还挺大的，可放下四个行李箱。,1
这是宝马被吐槽的最多的地方，其实我个人觉得看习惯了就Okay了，方向盘和仪表略low，很多人觉得银色内饰7件套丑，不知道为何我还挺喜欢看的，感觉很年轻时尚，反而16年新批次的黑色内饰7件套感觉好丑,0
现在磨合期油耗有点大,-1
如果不是追求宝马，那么选择其他的车吧，如果手里富裕选择新X1吧，但是无论如何华晨宝马恐怕都不是最好的选择。,0
动力好！，天窗让人心旷神怡！,1
操控非常犀利 对我来说有时候路况不是很好 就是躲坑利器哈哈 个人也说不清楚操控这种很虚无飘渺的东西 就是觉得电子转向助力挺适合的 可变转向比也挺好用 反正就是开起来就是很有战斗感 是开suv那种开船的感觉比能比的 总的来说方向盘比较重 但是男人抡起来毫不费力,1
三口之家足够用空间大……储物空间较多……门把手处都够放手机........,1
坐的相当满意，空间真的没话说，座椅也很舒服，就算满座也不觉得拥挤,1
不过比起外观的话，内饰好像稍显普通了些，没有给人眼前一亮的感觉。,1
以前开的是日系车，现在德系车舒适性感觉和以前没什么差别！,1
漂亮，双肾的造型，我是很满意的，本身就比较喜欢宝马的造型，符合我的口味，必须点个赞。,1
车头短 新车味道大,-1
"油耗可以接受,反正开了不多",1
好开好停,1
座椅舒适性很不错，静音效果应该也挺好吧，还没高速开过，具体以后再做评价。,1
内饰我只能用一塌糊涂来表达，各种简配，给本就不出色的宝马内饰更加雪上加霜。220配置各方面都逊于235，缺的,-1
动力，后驱小甩,1
后备箱是软肋……放不了什么大件！估计大点的行李箱都悬！自己没放过还。,-1
胎噪，胎噪，胎噪。电子手刹不顺手。在左边才好,-1
悬挂比较好，座椅软硬适中，车内空间大，舒适性非常好。,1
11偏高 首保后降到9.5最好,-1
这款车子的车型设计是我非常喜欢的地方，车内的空间非常宽敞，而且前排的空间也很大都在车里面视野不错，车后排的空间非常的充足，虽然整个车身的长度不大，但是后排的腿部空间已经大大超出了我预料。日常家用完全没有问题，而且最值得点赞的地方就是后排的座椅可以前后进行移动这样，车内的空间就会非常的灵活，用起来很方便。,1
必须很满意，而且我选择的蓝色，实车更是惊艳！没什么好说的，就是赞赞赞！,1
装BI范十足，就是菊花就一个，有点单，回头再改，这都不是事,-1
为了敞篷，性价比只能往后排了。,-1
初段加速不错，油门响应比较迅速，但是中后段就稍有点吃力了。但是毕竟主要跑的是市区，日常用的话 足够可以、,1
刹车辅助，牵引力控制，车身稳定控制等等。,1
这个和奥迪没法比！其实我更中意A3两厢，价格便宜量又多。论品牌这个级别的车和四个圈也就一刨花，怎奈夫人无感。,-1
说实话1.5T八个的油耗，还是有点高的，毕竟我都是加的95号汽油的，而且也没有很激烈的驾驶，希望过了磨合期之后可以下降一些城市路段,-1
我能理解一个运动品牌追求的东西，所以哪怕不如Benz舒服我也要给赞,-1
配置不错，前后驻车雷达、倒车影像功能灵敏度不错，看起来也很清晰，自动泊车入位还挺有科技感的，安全性配置也很全面，开起来很有安全感。,1
噪音控制得很好，底盘也调校得很舒适，确实是这样的。豪华品牌的很多做工都是在看不到的地方。,1
异味不大未发现异响，新车还是座椅的味道稍大,-1
方向盘手感很差，各种地方都很硬，大鸡腿背面都是硬料手感不佳,-1
还在磨合，没太猛给油但依然换强劲。,1
一般城市高速都开 现在13个点的油耗。最近高速开得多了 明显油耗就下去了 变12了。同样350公里高速235比2.4君威省油 本人实测,1
配置很丰富，,1
2.0T 8速，地板油起步响胎打滑，没什么好说的，这些就是证明,1
后备箱真的非常大，小孩的的折叠自行车可以放进去，有一次我们去了趟宜家，帮我妹妹家小孩买了个折叠床，本来以为放不下，打电话给销售后排竟然也能往前移，很惊喜。,1
买这这车性价比就不要太考虑了，不过双门、四座、无框、后驱，30万之内也就这车了。,0
目前磨合期内是7公里左右，最近的一箱油是6.5升，省油,1
外观好看，适合我们年轻人开,1
空间这个级别来说一流，而且空间灵活性很高，这车 按级别空间算很牛了,1
装逼利器，泡妞神器,1
当然是操控咯,0
会定制！选装一堆原厂！可以等...后期加装真的好伤心！性价比太低！不过在途车，订车一月到车也算值得了！选装,-1
这辆车操控感非常值得夸奖，我很喜欢它的方向盘尺寸，不大不小刚刚好，轻盈容易掌握，没有虚位！,1
性能和价格还是成正比的，在同级别车当中还是很喜欢的，就是觉得内饰有点不尽人意，但毕竟价位在这,0
谈不上很出色，但基本上还是能够满意。,1
小车、高顶、动力足。日系车里前两项（小车、高顶）能达标，但动力足基本没有，只有欧系车能找到符合这小众需求，该车就是我要的车子啦！符合自己选车需求。,1
目前还在磨缸，11格左右。,0
内饰是最爱的！全车几乎都是软性材质包裹，做工棒，手感好，给人非常高级的感觉。,1
内饰不是宝马的强项，豪华感总差点意思。所以选的运动款，手能摸到的地方都是软的，关键内饰做工相当的赞，所有接缝均匀，装配确实不错，氛围灯稍显鸡肋，虽然亮度可调，但效果还是一般。,-1
油耗还是算比较省的，每百公里差不多7.1升。,1
前排很棒，后排差点。,0
对家庭用车来说很高，动力澎湃。空间大,1
都说发动机的噪音大，但是也就是点火那一下，我们这现在零下13度，没见发动机的噪音有多大。抖动也不是很明显啊，就算是冷车起步也是很平稳的！,1
一般，对于敞篷车就不讨论空间了,0
外观大气，前脸虽然一般但是比较耐看，恍惚之间有点像6GT。,1
车内无异味，新车，小孩子也不晕车，不恶心,1
目前行驶1500公里油耗9.1升，高架道路居多，在预料之中。城市路段,1
宝马嘛，主打操控 这方面2系也是继承了宝马的衣钵，方向轻快 指哪打哪。,1
内饰我只能用一塌糊涂来表达，各种简配，给本就不出色的宝马内饰更加雪上加霜。220配置各方面都逊于235，缺的,-1
空间很大，真的是超级大。这个也是选择这款车的一个很大的原因所在。,1
宝马一贯的内饰没什么可说的期待改变。,-1
没出磨合，没太猛给油，但依然换强劲。,1
后备箱是软肋……放不了什么大件！估计大点的行李箱都悬！自己没放过还。,-1
油耗嘛，根据个人开车习惯。原来118，每个月跑一回来回500km的高速，其余都是上下班。油耗在12个左右。现在235，基本在14到15个之间。,0
敞开敞篷的时候回头率高，肯给油市区里动力还是可以的,1
宝马最便宜也是最亲民的车之一20多万就能买宝马真的很好,1
漂亮，酷，能赚到回头率的，不是M的，觉得改一下就更好了,1
2.0t失去超车妥妥的没压力。不过150以上加速就开始吃力了，总的来说比一般车快多了,1
本来就是奔着油耗来的。以前那个车怎么算都是10个左右同样的路况。现在也满意2宝的油耗，上下班用下来就是7个左右。如果没事开去街上转转。就会去到7.5左右！全高速的话可能也就六个吧。,1
感觉有点硬，后排应该还好,-1
60KM/H之内够用，城市超车很轻松，然而也就是够用而已,1
最满意的当然是这款车的外观，我敢保证不管谁看到这款车的外形心里都会为之一动，拉风。,1
新车，感觉在合理接受的范围内。,1
整体舒适性很好，坐在里边空间显大，腿部不受屈。,1
只是够用，我理解的1.5T功率只有100KW，是调教偏向于低速区的加速性能！是合理的！,0
外观这东西就仁者见仁 智者见智，我觉得不怎么好看，但是媳妇就说挺好看。买的是那个橙红色，太阳底下车漆很漂亮。,0
整车到手只有一股淡淡的皮味，买了一个宝马专用香氛用了一个月后就没味了，香车宝马原来就说这吧！,0
2宝外观还可以！操控还行，动力勉强够用，变速箱的顿挫感不是非常明显！,1
车内音响效果一般，悬挂头段太软过弯侧倾明显。,-1
配置还是不错的，想胎压监测、无钥匙进入、倒车雷达这些都有了，基本够用。,1
开车视野比较不好，窗子小，观察有点阻碍的感觉,-1
操控很好吧，油门刹车这些都很好把控，过弯也很轻松。,1
220i 2.0T涡轮增压发动机动力几乎就是随叫随到 超车一流,1
外观不错 线条感在多一些就好了,1
目前11L，均速20.6，不比那台2.5的6缸机少啊，出乎本人意料。,1
空间还是非常大的，尤其是后备箱的空间，进深非常不错。,1
有十足的冲劲，起步的时候也很给力，基本上就是红绿灯前第一个。,1
现在新车的刹车脚感不太好,-1
宝马操控不错，以前是1.6的价格现在提升到2.0的。动力不错,1
4人，满后备箱，开空调，高速收费站过磅1.7吨，高速路好，无坡。1、舒适模式D档140km/h，巡航，3000转。感觉动力差不多到了2、运动模式S档140km/h，前车低速准备超，3300转-4500转，到170km/h无失控感背,1
内饰还不错,1
暂时没有,0
这个价格价级别我认为就这台车了，性价比非常高，再怎么说也是台宝马，还是轿跑，还是双门的,1
内饰方面，相比于奔驰的很多圆圆的元素很Q萌，宝马的显得更简约大方，低调又透露着品质，两个字来概括就是耐看，还有皮质缝线这一点，很有质感，让人感觉瞬间LEVEL UP了。,1
价格符合自己的预算，性价比感觉还是很不错的。,1
家里3台宝马了都是自己开车的如果操控不好肯定不会同一牌子买那么多台;开宝马坐奔驰永远都是没错的!但这句话绝不能在豪车上说毕竟在这两品牌之上还有很多操控非常出色的车型;简单来说平民级别的话绝对算操控优异了.,1
2系的座椅还是不错的包裹性座椅，朋友说像跑车的座椅，真是赚足了面子，有一点不是非常满意的就是刚发动车子是发动机声音有点响，不过发动一会儿后感觉会小很多，跟日系车相比有待改进，开起来时声音到不大。,1
轮胎不知道是不是碰到什么东西了， 没用多久鼓包了，,-1
舒适型适应了也就还好，刚开始觉得悬挂硬！久了就自然了。座椅舒,1
操控 各方面都很 好，体型是比较大，但拐弯起来感觉挺爽快的，从没有它不行的,1
车漆太软，毛巾随便一擦都是细小的划痕，看着都心痛，才不久的车,-1
上下班感觉还可以，长途2个小时以上就差一些了，座椅有些小、有点硬,-1
双涡轮的发动机给出来的加速相当有质感。当然涡轮迟滞问题算是严重，大脚下去可能要半秒才能猛的加速。,1
配置是相当的丰富,1
最满意的是不错的乘坐空间，用起来非常方便，尤其是后备箱的地方感觉进深度很好。,1
颠！油耗略高，看你油门怎么踩～内饰延续了宝马没内饰的传统，就是没有内饰～音响效果足够渣，我的老凯美瑞也比他好～n55机头温度过高，宝马的温度一向很高，不过235散热真的很差很差，赛道跑两圈基可以歇菜了～还有，没有油温，水温表，真不知道宝马怎么想的，难道对自己的车温度很有信心？难道认为买这车的人不会下赛道？每次都进工程界面调出来实在太麻烦，不过后期也是可以加装的，只不过花点钱～关于排气也是我想吐槽的一点，不知道是不是宝马想和M—Power拉开距离，即使开到s加模式换到s挡车外的声音还就是不那么大，一点不符合M套件3.0t的排气声音，车内排气声音但是会变的挺大的，因为宝马用了车内的模拟补偿声浪，这个技术现在可以说是相当流行，很多性能车都用，这样一来，排气就根本是自娱自乐的了，好听低沉有力的排气声可以唤起激情，让肾上腺素飙升??,-1
悬挂太硬了，屁股都要开花，感受只有一,-1
运动模式耗油大，节约模式就省油了，现在开着在8个多，因为开空调什么的，再加上我习惯性关掉自动启停，油耗就会多些。,1
没考虑过油耗，10.5左右，市区开，个人觉得不算负担吧,1
在里面很舒适，反正家人朋友都说好,1
20来万就能买宝马，对于我来说，性价比还是很高的,1
静若处子动若脱兔，加持M-performance阀门排气和主动声浪系统，完美地助燃了加速感受。,1
虽然这是台旅行车，但是毕竟是宝马的调教，操控还是挺不错的。当然了，如果悬挂可以再舒适一些就更完美了！,1
开的人都说舒服 坐车上的人都说不舒服......,0
这个价位的车，我觉得，款式新潮，引领时尚。,1
车子买回来以后，基本每天都会开着出门，还没有发现太大的缺陷，感觉整体都挺好的！,1
动力比较平顺,1
这款车的安全配置和娱乐配置比较齐全。但有不少配置需要选装，如并线辅助、车道偏离报警系统、主动刹车、定速巡航、自适应巡航、无钥匙进入、无线充电感应式后备箱，都需要选装。感觉宝马也太会赚钱了。,1
我是最满意的就是车子的外形了，宝马的这个车子的外形就是车子的一个标志性的一个象征，只有宝马的车子的外形才可以做到线条如此的流畅，车身就是特别的大气。,1
满意,1
后排的空间其实是可以坐两个人的，但是不能远途，不然坐在后排的乘客会感觉累。,1
前排是OK的，后排也还行，翻毛皮很爽,1
很满意，去掉220，贴个M，加了前唇后唇，换了四出，别人都不知道这是什么玩意，喜欢这感觉。,1
看不厌的前脸，大灯带透镜，眼神犀利。动感的外观，搭配车身的饰条，充满活力。,1
我身高179，坐在里面完全没问题，空间够用。,1
这车很有运动感，外观很好看，内饰外观很漂亮，运动套件必备，好看不止上升一个档次,1
得益于变速箱的动力高效输出，油耗低在我的意料之中，又是在意料之外，现在磨合期内都是9个左右，跟我原来的科鲁兹后来的平均油耗都差不多，小科当时磨合期最高都在12个多,1
噪音很小,1
木有座椅通风，南方真是难受,-1
性价比个人认为还可以，不高不低。,0
可以说是宝马的通病吧毫无特色的内饰，还有相比其他轿跑来说略大的身板，不过也有相对大点的空间。,-1
购车预算25万，从没想过25万可以买一辆全新的宝马，而且配置也够我用，空间大，动力也足，前后弄好也就22万多点，很满足,1
精致小巧，有一种优雅美，尤其是前脸大灯。霸气侧漏,1
车子起步加速还是比较线性的，1.5t的发动机够用，起步平稳，不会有很窜的感觉，但深踩还是能小激情一把。变速箱虽然是6速的爱信，挡把也没了鸡腿，但样式也不难看，关键是变速箱和发动机匹配的非常好，动力很线性，开起来几乎没有顿挫，驾驶轻松。启动的时候发动机还是有抖动，比较大，开起来就好了。,1
车头相比三系要霸气！动力充沛，不亏是做发动机起家的，操控没得说，而且开起来也兼顾到了舒适。,1
较为舒适，尤其在非铺装路面表现优异，座椅包裹性不错，做起来蛮舒服的。,1
主流配置，大部分都有，这点挺好的。,1
车子的操控性是最大的亮点，方向精准，指向明确。,1
性价比没的说，定制的东西如灯，舒适进入等比外面便宜，可惜没定来。,1
20来万就能买宝马，对于我来说，性价比还是很高的,1
8个左右，没有超过9。接受氛围内。,1
高速超车、刹车均比家中的逍客好的多，稳定性比起日系车要好得多横向,1
最满意的还是宝景宝马4s店，提车很顺利，而且服务周到，知道宝宝马上出生，还额外送了个儿童安全座椅,1
目前一千多公里平均油耗11.7。我开的路况很差，上下班平均速度可能也就十几，高架上80码开大约在7左右，当然这要考虑最近的低温天气。,0
外观各有不同，每个人的观点都不一！最开始第一眼确实没有相中，不属于一见钟情的那种吧，而是日久生情咯！做工,1
后排3个成年人，没什么大问题，坐过我的车的人都说好。,1
好呀。,1
个人和老婆都觉得性价比超高的,1
没有性价比可言啊，如果不是BMW，这个价位可以上其他车型的顶配还有多余的米米！,-1
1.5t动力跑跑不错了一般用用跑跑高速都可以当然没有x6m舒服了，没法比,1
